timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-11-05T14:51:25,codecarbon,694abec2-d4cf-4a36-96f2-31b023ccfbb0,0.2299709320068359,1.3587711786468828e-07,5.908447501558557e-07,5.0,0.0,6.0,3.188457753923205e-07,0,3.8204669952392577e-07,7.008924749162463e-07,Spain,ESP,,,,macOS-13.5.2-arm64-arm-64bit,3.11.6,2.3.1,8,Apple M1,,,-3.684,40.4172,16.0,machine,N,1.0
2023-11-05T14:51:57,codecarbon,9ebcc48a-03e9-4921-9065-a5f2743ed5a9,2.458836078643799,1.4561837548766533e-06,5.922248203222353e-07,5.0,0.0,6.0,3.4145378404193454e-06,0,4.096868435541789e-06,7.511406275961134e-06,Spain,ESP,,,,macOS-13.5.2-arm64-arm-64bit,3.11.6,2.3.1,8,Apple M1,,,-3.684,40.4172,16.0,machine,N,1.0
